단지코드,차량보유대수(전체),차량보유대수(전기차),전기충전기설치여부(지상),전기충전기설치여부(지하),전기차전용주차면수(지상),전기차전용주차면수(지하),외부인개방여부(지상),외부인개방여부(지하),이용가능시작시간(지상),이용가능시작시간(지하),이용종료시작시간(지상),이용종료시작시간(지하),전기차충전시설(상세),전기차 충전시설 설치대수(지상),전기차 충전시설 설치대수(지하),입주편의시설
A13776510,705,41,미설치,설치,0,16,,입주민전용,시 분,0시 0분,시 분,0시 0분,"◆1◆|지하|이동형충전기|직접입력|완속|6|(주)스타코프|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|10|서울씨엔지(주)|",0,16,있음
A13778201,443,7,미설치,설치,0,40,입주민전용,입주민전용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|이동형충전기|AC단상 5핀|완속|40|홈앤서비스|,0,40,없음
A13778202,644,6,미설치,설치,0,12,,,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|46|파워큐브|,0,46,없음
A13778203,295,2,미설치,설치,0,2,,입주민전용,시 분,1시 1분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|2|파워큐브코리아|,0,2,없음
A13778204,1455,24,설치,설치,5,22,외부인허용,외부인허용,0시 0분,0시 0분,23시 55분,23시 55분,"◆1◆|지하|벽부형충전기|AC3상 7핀|완속|18|휴맥스|,◆2◆|지하|스탠드형충전기|AC3상 7핀|완속|3|한전|,◆3◆|지하|스탠드형충전기|AC3상 7핀|급속|1|한전|,◆4◆|지상|스탠드형충전기|AC3상 7핀|완속|5|휴맥스|",5,22,없음
A13778205,1516,45,미설치,설치,0,30,,입주민전용,,23시 10분,,23시 10분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|30|sk 브로드밴드|,0,30,없음
A13778207,466,30,미설치,설치,0,9,,입주민전용,시 분,12시 0분,시 분,12시 0분,"◆1◆|지하|벽부형충전기|DC콤보 7핀|완속|6|홈앤서비스|,◆2◆|지하|스탠드형충전기|DC콤보 7핀|완속|3|-|",0,9,없음
A13778209,524,12,미설치,설치,0,10,입주민전용,입주민전용,,0시 0분,,24시 60분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|2|한전|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|8|이지차저|",0,10,없음
A13778210,419,14,설치,설치,6,3,입주민전용,입주민전용,24시 0분,24시 0분,24시 0분,24시 0분,"◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|6|파워큐브|,◆2◆|지하|스탠드형충전기|AC단상 5핀|완속|3|한국전력|",6,3,없음
A13778211,1055,30,미설치,설치,0,22,,입주민전용,시 분,24시 0분,시 분,24시 0분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|급속|1|한전|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|10|(주)에베리스트이브이|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|11|차지비|",0,22,있음
A13778212,673,0,미설치,미설치,0,0,입주민전용,입주민전용,시 분,시 분,시 분,시 분,,,,없음
A13778306,0,0,설치,미설치,0,0,입주민전용,,24시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|4|나이스차저|,4,0,없음
A13780201,211,3,미설치,설치,0,3,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|1|(주)차지비|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|2|(주)이카플러그|",0,3,없음
A13780402,255,0,설치,미설치,3,0,,,0시 0분,시 분,0시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|3|현대엔지니어링|,3,0,없음
A13780403,550,10,미설치,설치,0,6,,입주민전용,시 분,1시 0분,시 분,24시 0분,◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|6|플러그링크|,0,6,없음
A13782601,304,10,설치,미설치,5,0,입주민전용,,0시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|5|아이마켓코리아|,5,0,없음
A13782602,10,10,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13782803,598,10,미설치,설치,0,3,,외부인허용,시 분,0시 1분,시 분,23시 59분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|급속|3|파워큐브|,◆2◆|지하|이동형충전기|AC단상 5핀|완속|59|파워큐브|",0,62,없음
A13782804,1080,2,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13782902,11,11,미설치,설치,0,12,,,시 분,0시 1분,시 분,23시 1분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|8|에버온|,0,8,없음
A13783001,545,21,미설치,설치,0,38,,입주민전용,시 분,0시 0분,시 분,24시 0분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|2|한국전력공사|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|11|클린일렉스|",0,13,있음
A13783802,450,1,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13784102,419,7,미설치,설치,0,22,,입주민전용,시 분,0시 0분,시 분,24시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|20|(주)스타코프|,◆2◆|지하|스탠드형충전기|AC단상 5핀|완속|2|한전|",0,22,없음
A13784401,245,1,미설치,설치,0,5,,입주민전용,시 분,9시 0분,시 분,9시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|성원이앤씨|,0,5,없음
A13785001,0,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13785005,526,5,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13785008,1218,36,미설치,설치,0,15,입주민전용,입주민전용,시 분,24시 0분,시 분,24시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|15|에버온|,◆2◆|지하|이동형충전기|직접입력|완속|40|스타코프(주)|",0,55,없음
A13785201,561,34,미설치,설치,0,34,,,시 분,1시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|34|(주)클린일렉스|,0,34,없음
A13785203,680,5,설치,설치,14,2,입주민전용,입주민전용,24시 0분,24시 0분,24시 0분,24시 0분,◆1◆|지하|스탠드형충전기|AC3상 7핀|완속|2|에비온|,0,2,없음
A13785301,450,15,미설치,설치,0,8,,입주민전용,시 분,6시 0분,시 분,14시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|8|에버온|,0,8,없음
A13785302,468,7,설치,미설치,7,0,입주민전용,,24시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC3상 7핀|완속|7|플러그링크|,7,0,없음
A13785604,729,18,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13785607,1537,48,미설치,설치,0,29,,입주민전용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|29|(주)클린일렉스|,0,29,없음
A13785705,477,20,미설치,설치,0,9,,입주민전용,시 분,22시 0분,시 분,0시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|파워큐브|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|4|파워큐브|",0,9,없음
A13786601,374,10,미설치,설치,0,8,,입주민전용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|8|클린일렉스|,0,8,없음
A13786606,816,0,미설치,설치,0,14,,입주민전용,시 분,23시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|14|나이스park|,0,14,없음
A13786704,305,11,미설치,설치,0,6,,입주민전용,시 분,6시 0분,시 분,6시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|6|주식회사플러그링크|,0,6,없음
A13786901,314,7,미설치,설치,0,7,,입주민전용,시 분,0시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|7|클린일렉스.지커넥트|,0,7,없음
A13787102,3,3,미설치,미설치,0,6,,,시 분,시 분,시 분,시 분,,,,없음
A13787105,350,7,설치,미설치,7,0,입주민전용,,8시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|7|차지비|,7,0,있음
A13788002,467,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13788003,497,12,미설치,설치,0,10,,입주민전용,시 분,0시 0분,시 분,23시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|10|나이스인프라|,◆2◆|지하|이동형충전기|AC단상 5핀|완속|2|스타코프|,◆3◆|지하|이동형충전기|AC단상 5핀|완속|8|파워큐브|",0,20,없음
A13788201,238,1,미설치,설치,0,0,입주민전용,입주민전용,시 분,12시 1분,시 분,23시 59분,◆1◆|지하|벽부형충전기|직접입력|완속|14|(주)차지인|,0,14,없음
A13788203,428,0,미설치,미설치,9,0,,,시 분,시 분,시 분,시 분,,,,없음
A13788206,1678,170,미설치,설치,0,44,,입주민전용,시 분,0시 0분,시 분,0시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|20|차지인|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|7|파워큐브|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|10|이지차저|,◆4◆|지하|스탠드형충전기|DC콤보 7핀|급속|2|지엔텔|,◆5◆|지하|벽부형충전기|AC단상 5핀|완속|5|에버온|,◆6◆|지하|이동형충전기|AC단상 5핀|완속|69|스타코프|,◆7◆|지하|벽부형충전기|AC단상 5핀|완속|6|지알이  스파클|",0,119,있음
A13788208,1845,36,미설치,설치,0,36,,입주민전용,시 분,24시 0분,시 분,24시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|35|(주)파킹클라우드|,◆2◆|지하|스탠드형충전기|DC콤보 7핀|급속|1|(주)파킹클리우드|",0,36,있음
A13789002,225,2,설치,설치,1,2,입주민전용,입주민전용,0시 0분,0시 0분,23시 59분,23시 59분,"◆1◆|지상|벽부형충전기|AC단상 5핀|완속|1|이지스|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|2|한국충전서비스|",1,2,없음
A13789201,206,4,설치,미설치,3,0,입주민전용,,1시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|직접입력|완속|3|(주)플러그링크7|,3,0,없음
A13789203,0,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13790002,344,7,설치,미설치,6,0,외부인허용,,0시 0분,시 분,0시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|6|에버온|,6,0,없음
A13790003,410,2,설치,미설치,6,0,입주민전용,,1시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|6|플러그 링크|,6,0,없음
A13790004,0,0,미설치,미설치,0,0,입주민전용,입주민전용,시 분,시 분,시 분,시 분,,,,없음
A13790604,2,5,미설치,설치,0,3,,외부인허용,시 분,1시 0분,시 분,12시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|3|gs차지비|,0,3,없음
A13790612,240,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13790620,9,9,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13790701,190,4,설치,설치,3,3,입주민전용,입주민전용,0시 1분,0시 1분,23시 59분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|3|지에스차지비|,◆2◆|지상|스탠드형충전기|AC단상 5핀|완속|3|지에스차지비|",3,3,없음
A13790703,180,3,설치,미설치,3,0,입주민전용,입주민전용,0시 0분,시 분,0시 0분,시 분,◆1◆|지상|벽부형충전기|AC3상 7핀|완속|3|서울도시가스|,3,0,없음
A13790706,256,4,설치,설치,3,3,입주민전용,입주민전용,23시 23분,23시 23분,23시 23분,23시 23분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|3|차지비|,◆2◆|지상|스탠드형충전기|AC단상 5핀|완속|3|이브이세상|",3,3,없음
A13790707,310,4,설치,미설치,3,0,,외부인허용,0시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|3|LG유플러스|,3,0,없음
A13790709,275,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13790713,447,21,설치,설치,4,23,입주민전용,입주민전용,9시 0분,9시 0분,8시 59분,8시 0분,"◆1◆|지하|이동형충전기|AC단상 5핀|완속|20|(주)스타코프|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|3|주식회사 지엔텔|,◆3◆|지상|스탠드형충전기|AC단상 5핀|완속|4|(주)엘지유플러스볼트업|",4,23,없음
A13790714,403,0,미설치,미설치,0,0,외부인허용,,시 분,시 분,시 분,시 분,,,,없음
A13790716,472,4,설치,미설치,2,0,,,23시 0분,시 분,23시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|2|한국전기차충전서비수|,2,0,없음
A13790717,378,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13790721,177,2,설치,미설치,4,0,입주민전용,,24시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|2|(주)TBU|,2,0,없음
A13790722,390,7,설치,미설치,8,0,,,0시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC3상 7핀|완속|8|엘지유플러스|,8,0,없음
A13790726,0,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13790828,1964,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13790902,138,4,미설치,설치,0,4,,입주민전용,시 분,0시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|4|(주)에버온|,0,4,없음
A13790910,0,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13790929,2046,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13792001,0,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13792306,568,10,미설치,설치,0,11,,입주민전용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|직접입력|급속|11|차지비|,0,11,없음
A13804001,0,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13804002,535,5,설치,설치,3,5,외부인허용,외부인허용,24시 0분,24시 0분,24시 0분,24시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|2|엘지유프러스볼트업|,◆2◆|지하|스탠드형충전기|AC3상 7핀|초급속|1|한전|,◆3◆|지하|스탠드형충전기|AC단상 5핀|완속|2|한전|,◆4◆|지상|스탠드형충전기|AC단상 5핀|완속|3|플러그링크|",3,5,없음
A13804003,508,10,미설치,설치,0,4,,,시 분,10시 30분,시 분,23시 30분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|4|에버온|,0,4,없음
A13804004,820,7,설치,미설치,2,0,입주민전용,,0시 0분,시 분,0시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|2|에버온|,2,0,없음
A13804206,1132,7,설치,설치,9,9,입주민전용,입주민전용,0시 0분,0시 0분,0시 0분,0시 0분,"◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|7|에버온|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|9|에버온|,◆3◆|지상|스탠드형충전기|DC차데모 10핀|급속|1|캡코플러그|,◆4◆|지상|스탠드형충전기|AC단상 5핀|완속|1|캡코플러그|",9,9,없음
A13805001,626,62,설치,미설치,10,0,입주민전용,,1시 1분,시 분,23시 59분,시 분,◆1◆|지상|스탠드형충전기|직접입력|완속|10|(주)이지차저|,10,0,있음
A13805002,9800,42,설치,미설치,1,0,입주민전용,,0시 0분,시 분,0시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|1|에버온|,1,0,없음
A13811001,445,10,미설치,설치,0,6,,입주민전용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|6|G커넥트|,0,6,없음
A13811202,782,50,미설치,설치,0,19,,입주민전용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|19|휴맥스이브이|,0,19,없음
A13811203,512,11,미설치,설치,0,7,,외부인허용,시 분,9시 0분,시 분,18시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|3|한국알박|,◆2◆|지하|스탠드형충전기|AC단상 5핀|완속|3|한국전력|,◆3◆|지하|스탠드형충전기|직접입력|급속|1|한국전력|",0,7,없음
A13811204,430,0,미설치,설치,0,9,,,시 분,0시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|9|한국전자금융(주)|,0,9,있음
A13811205,634,17,미설치,설치,0,4,,입주민전용,시 분,1시 1분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|LG U+|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|9|스타코프|,◆3◆|지하|스탠드형충전기|DC차데모 10핀|급속|1|한국전력강동지사|,◆4◆|지하|스탠드형충전기|AC단상 5핀|완속|3|한국전력강동지사|",0,18,없음
A13811206,945,18,미설치,설치,0,12,,외부인허용,시 분,0시 0분,시 분,0시 0분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|10|한국전력공사|,◆2◆|지하|스탠드형충전기|AC3상 7핀|급속|2|한국전력공사|,◆3◆|지하|벽부형충전기|직접입력|완속|20|파워큐브|",0,32,없음
A13812001,234,3,미설치,미설치,0,0,외부인허용,입주민전용,시 분,시 분,시 분,시 분,,,,있음
A13812002,223,6,미설치,설치,0,6,,입주민전용,시 분,0시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|초급속|6|아이파킹|,0,6,없음
A13812003,282,5,설치,미설치,6,0,입주민전용,,1시 1분,시 분,24시 59분,시 분,◆1◆|지상|스탠드형충전기|직접입력|완속|6|GS차지비(주)|,6,0,없음
A13812004,268,7,설치,설치,5,5,,입주민전용,0시 1분,0시 1분,23시 59분,23시 59분,"◆1◆|지상|스탠드형충전기|AC3상 7핀|완속|5|볼트업|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|5|홈앤서비스|",5,5,없음
A13812005,1057,10,미설치,설치,0,19,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|16|(주)휴맥스이브이|,◆2◆|지하|스탠드형충전기|AC단상 5핀|완속|2|한전|,◆3◆|지하|스탠드형충전기|AC단상 5핀|급속|1|한전|",0,19,없음
A13813002,235,6,미설치,설치,0,6,,입주민전용,시 분,0시 23분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|6|(주)클린일렉스|,0,6,없음
A13813003,236,0,미설치,미설치,0,0,입주민전용,,시 분,시 분,시 분,시 분,,,,없음
A13813005,350,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13813006,340,3,미설치,설치,0,4,,입주민전용,시 분,23시 59분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|직접입력|완속|2|에너지공사|,◆2◆|지하|벽부형충전기|직접입력|완속|2|파워큐브|",0,4,없음
A13813008,765,22,설치,미설치,15,0,입주민전용,,0시 0분,시 분,0시 0분,시 분,"◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|3|lg헬로비전|,◆2◆|지상|벽부형충전기|AC단상 5핀|완속|5|엘지|,◆3◆|지상|스탠드형충전기|AC단상 5핀|완속|7|엘지|",15,0,없음
A13813010,1769,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,있음
A13816002,449,30,미설치,설치,0,8,입주민전용,입주민전용,시 분,23시 59분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|급속|4|차지인|,0,4,없음
A13816101,256,6,설치,설치,5,5,입주민전용,입주민전용,0시 0분,0시 0분,0시 0분,0시 0분,"◆1◆|지상|벽부형충전기|AC단상 5핀|완속|5|플러그링크|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|5|지에스커넥트|",5,5,없음
A13816202,889,7,설치,미설치,10,0,입주민전용,,24시 0분,시 분,0시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|10|큐브이앤씨|,10,0,없음
A13817001,1261,80,미설치,설치,0,0,,입주민전용,시 분,23시 50분,시 분,23시 50분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|70|(주)파워큐브코리아|,0,70,없음
A13817101,240,1,설치,설치,2,1,,,0시 0분,1시 0분,0시 0분,23시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|1|대영채비|,◆2◆|지상|스탠드형충전기|AC3상 7핀|완속|2|한국전력|",2,1,없음
A13819001,471,3,미설치,설치,0,9,,입주민전용,시 분,1시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|21|(주)신세계아이앤씨|,0,21,없음
A13820001,217,5,미설치,설치,0,4,,입주민전용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|4|에버온|,0,4,없음
A13820002,182,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13820004,613,0,미설치,미설치,0,0,입주민전용,입주민전용,시 분,시 분,시 분,시 분,,,,없음
A13820005,693,10,미설치,미설치,0,0,입주민전용,입주민전용,시 분,시 분,시 분,시 분,,,,있음
A13820006,3511,47,미설치,설치,0,66,입주민전용,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|스탠드형충전기|AC3상 7핀|급속|1|한국전력|,◆2◆|지하|스탠드형충전기|AC단상 5핀|완속|3|한국전력|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|10|에버온|,◆4◆|지하|벽부형충전기|AC단상 5핀|완속|52|G-커넥터|",0,66,없음
A13820007,0,0,미설치,미설치,0,0,입주민전용,입주민전용,시 분,시 분,시 분,시 분,,,,없음
A13820201,6873,60,설치,미설치,85,0,입주민전용,,0시 0분,시 분,0시 0분,시 분,"◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|84|에버온|,◆2◆|지상|스탠드형충전기|직접입력|급속|1|에버온|",85,0,없음
A13821001,230,4,미설치,설치,0,4,,,시 분,0시 0분,시 분,23시 55분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|4|gs커넥트|,0,4,없음
A13821002,430,9,설치,설치,2,5,입주민전용,입주민전용,0시 0분,0시 0분,0시 0분,0시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|4|파워큐브|,◆2◆|지상|벽부형충전기|AC단상 5핀|완속|2|파워큐브|,◆3◆|지하|이동형충전기|AC단상 5핀|완속|1|파워큐브|",2,5,없음
A13821003,520,46,설치,설치,1,15,,입주민전용,0시 0분,0시 0분,24시 0분,24시 0분,"◆1◆|지상|스탠드형충전기|DC콤보 7핀|급속|1|파킹클라우드|,◆2◆|지하|벽부형충전기|DC콤보 7핀|완속|15|파킹클라우드|",1,15,없음
A13821004,0,15,설치,설치,4,19,외부인허용,외부인허용,12시 0분,12시 0분,12시 0분,12시 0분,"◆1◆|지상|스탠드형충전기|AC3상 7핀|급속|2|대영채비(주)|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|19|대영채비(주)|",2,19,없음
A13821005,574,10,미설치,설치,0,18,,입주민전용,시 분,0시 0분,시 분,24시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|17|GS커넥트|,◆2◆|지하|스탠드형충전기|AC3상 7핀|급속|1|한국전력공사|",0,18,없음
A13821006,515,0,미설치,설치,0,0,입주민전용,입주민전용,시 분,0시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|17|.|,0,17,없음
A13821007,641,5,미설치,설치,0,17,,외부인허용,시 분,0시 0분,시 분,0시 0분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|2|한전산업|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|13|휴맥스ev|,◆3◆|지하|스탠드형충전기|AC3상 7핀|급속|1|한전산업|",0,16,없음
A13822001,4200,150,미설치,설치,0,82,,입주민전용,시 분,0시 0분,시 분,23시 0분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|급속|8|한전|,◆2◆|지하|벽부형충전기|AC3상 7핀|완속|40|이지차저|",0,48,없음
A13822002,4686,171,미설치,설치,0,5,입주민전용,입주민전용,시 분,24시 0분,시 분,24시 0분,"◆1◆|지하|이동형충전기|직접입력|완속|100|(주)파워큐브코리아|,◆2◆|지하|벽부형충전기|직접입력|완속|70|스타코프|,◆3◆|지하|스탠드형충전기|AC단상 5핀|완속|5|(주)에버온|",0,175,있음
A13822003,7451,220,미설치,설치,0,207,,입주민전용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|207|스타코프|,0,207,없음
A13822004,8026,360,미설치,설치,0,7712,입주민전용,입주민전용,시 분,0시 0분,시 분,0시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|20|스타코프|,◆2◆|지하|벽부형충전기|DC콤보 7핀|급속|1|이지차저|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|200|이지차저, 테슬라|",0,221,없음
A13822301,1444,50,미설치,설치,0,43,,입주민전용,,0시 0분,,24시 0분,"◆1◆|지하|스탠드형충전기|AC3상 7핀|급속|1|한국전력공사|,◆2◆|지하|스탠드형충전기|DC콤보 7핀|완속|3|한국전력공사|,◆3◆|지하|벽부형충전기|직접입력|완속|30|(주)스타코프|,◆4◆|지하|벽부형충전기|AC단상 5핀|완속|9|(주)스타코프|",0,43,있음
A13822701,1379,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13822702,1000,0,미설치,미설치,20,0,입주민전용,,시 분,시 분,시 분,시 분,,,,없음
A13822902,3,3,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13824001,400,5,미설치,설치,0,0,,,시 분,0시 0분,시 분,0시 0분,"◆1◆|지하|벽부형충전기|직접입력|완속|6|플러그링크|,◆2◆|지하|벽부형충전기|직접입력|완속|2|파워큐브|,◆3◆|지하|벽부형충전기|직접입력|완속|3|스타코프|,◆4◆|지하|벽부형충전기|직접입력|급속|1|한국전력|",0,12,없음
A13824002,581,34,미설치,설치,0,23,,,시 분,23시 59분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|23|파워큐브코리아|,0,23,없음
A13824003,536,11,미설치,설치,0,6,,입주민전용,시 분,0시 0분,시 분,0시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|4|나이스|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|2|(주)스타코프|",0,6,없음
A13824005,0,0,미설치,미설치,0,0,입주민전용,,시 분,시 분,시 분,시 분,,,,없음
A13824006,9928,252,미설치,설치,0,30,입주민전용,,시 분,24시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|직접입력|완속|30|파워큐브코리아|,0,30,없음
A13872502,892,16,미설치,설치,0,31,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|스탠드형충전기|DC콤보 7핀|급속|1|시그넷시스템|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|2|클린일렉스컴퍼니|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|12|에버온|,◆4◆|지하|벽부형충전기|직접입력|완속|16|차지콘|",0,31,있음
A13872503,402,20,미설치,설치,0,16,,,시 분,0시 0분,시 분,0시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|차지비|,◆2◆|지하|스탠드형충전기|AC단상 5핀|급속|1|한화모티브|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|10|한화모티브|",0,16,있음
