시군구,동리,단지코드,단지명,단지분류,도로명주소,분양형태,사용승인일,동수,세대수,분양세대수,임대세대수,관리방식,난방방식,복도유형
양천구,목동,A15805301,목동부영그린타운3차,주상복합,서울특별시 양천구 목동동로 411,분양,20001124,1,276,276,0,위탁관리,지역난방,계단식
양천구,신월동,A15809402,신월삼정그린뷰,아파트,서울특별시 양천구 오목로3길 17,분양,20051228,3,236,236,0,위탁관리,개별난방,계단식
양천구,신월동,A15883803,신월대림,아파트,서울특별시 양천구 오목로13길 7,분양,20011026,2,215,215,0,위탁관리,개별난방,계단식
금천구,시흥동,A15303002,관악산벽산타운1단지,아파트,서울특별시 금천구 금하로 793,분양,20000216,16,1772,1772,0,위탁관리,개별난방,혼합식
동작구,본동,A15605102,본동한신휴플러스,아파트,서울특별시 동작구 매봉로 99,분양,20040807,4,247,247,0,위탁관리,개별난방,계단식
광진구,화양동,A10025404,아스하임4차,아파트,서울특별시 광진구 광나루로 382,분양,20181116,1,162,162,0,위탁관리,개별난방,복도식
중구,만리동1가,A10080701,엘아이지서울역리가,아파트,서울특별시 중구 만리재로33길 21,분양,20120131,4,181,181,0,위탁관리,개별난방,계단식
서대문구,홍제동,A12078704,홍제원 현대,아파트,서울특별시 서대문구 통일로34길 43,분양,20000614,15,939,939,0,위탁관리,개별난방,혼합식
영등포구,문래동5가,A15009503,문래대림,주상복합,서울특별시 영등포구 선유로 33,분양,20000128,1,200,200,0,위탁관리,개별난방,혼합식
구로구,개봉동,A15209202,개봉삼호아파트,아파트,서울특별시 구로구 남부순환로95길 16,분양,19961204,2,369,369,0,위탁관리,개별난방,계단식
구로구,개봉동,A15209203,개봉두산,아파트,서울특별시 구로구 남부순환로95길 88,분양,19970912,2,561,561,0,위탁관리,개별난방,혼합식
구로구,개봉동,A15209205,삼환아파트,아파트,서울특별시 구로구 남부순환로95길 54,분양,19951130,6,783,783,0,위탁관리,개별난방,혼합식
구로구,개봉동,A15209303,대상,아파트,서울특별시 구로구 개봉로1길 170,분양,19990626,2,208,208,0,위탁관리,개별난방,복도식
구로구,구로동,A15283803,구로금호어울림,주상복합,서울특별시 구로구 공원로 26,분양,19970602,1,166,166,0,위탁관리,개별난방,복도식
구로구,신도림동,A15288611,신도림미성,아파트,서울특별시 구로구 신도림로11가길 36,분양,19871211,6,824,824,0,위탁관리,중앙난방,복도식
강서구,방화동,A15722204,방화동E편한세상,아파트,서울특별시 강서구 양천로6길 57,분양,20031028,4,279,279,0,위탁관리,개별난방,계단식
강서구,방화동,A15777501,마곡중앙하이츠아파트,아파트,서울특별시 강서구 양천로6길 28,분양,19940514,8,930,930,0,위탁관리,지역난방,복도식
양천구,신정동,A15885307,신정청구아파트,아파트,서울특별시 양천구 신목로2길 11,분양,19921006,5,279,279,0,위탁관리,지역난방,계단식
양천구,신정동,A15886501,신정학마을3단지,아파트,서울특별시 양천구 신정로 225-12,분양,20020823,3,153,153,0,위탁관리,지역난방,계단식
마포구,아현동,A10027951,공덕자이(임대),아파트,서울특별시 마포구 마포대로26길 22,임대,20150424,2,201,0,201,위탁관리,개별난방,복도식
서대문구,현저동,A12079601,독립문극동임대,아파트,서울특별시 서대문구 독립문공원길 17,임대,19981210,2,600,0,600,위탁관리,개별난방,복도식
중랑구,상봉동,A13186306,신내12단지,아파트,서울특별시 중랑구 봉화산로 153,임대,19951127,8,1000,0,1000,위탁관리,지역난방,복도식
서초구,양재동,A13713002,양재리본타워2단지,아파트,서울특별시 서초구 매헌로 16,임대,20140626,3,390,0,390,위탁관리,개별난방,복도식
노원구,중계동,A13972603,중계4단지목화,아파트,서울특별시 노원구 노원로19길 31,임대,19911115,14,1979,0,1979,위탁관리,지역난방,복도식
노원구,하계동,A13987301,하계학여울청구B,아파트,서울특별시 노원구 한글비석로 6,임대,20020314,1,378,0,378,위탁관리,중앙난방,복도식
노원구,하계동,A13993901,하계학여울청구A,아파트,서울특별시 노원구 동일로207길 186,임대,20010628,1,486,0,486,위탁관리,지역난방,복도식
은평구,진관동,A10026376,은평뉴타운 한화꿈에그린,아파트,서울특별시 은평구 진관3로 33,분양,20180322,2,142,142,0,위탁관리,지역난방,혼합식
송파구,석촌동,A10027881,석촌호수 효성해링턴타워,주상복합,서울특별시 송파구 석촌호수로 210,분양,20150826,1,257,257,0,위탁관리,개별난방,복도식
은평구,응암동,A12201005,녹번역센트레빌,아파트,서울특별시 은평구 백련산로 160,혼합,20130926,6,350,290,60,위탁관리,개별난방,복도식
양천구,신월동,A15809601,신월대주파크빌,아파트,서울특별시 양천구 남부순환로85길 16,분양,20040731,3,189,189,0,위탁관리,개별난방,계단식
종로구,효제동,A10027162,포레스트힐시티,주상복합,서울특별시 종로구 대학로 33,분양,20170120,1,152,152,0,위탁관리,개별난방,기타
중구,신당동,A10025456,신당 파인힐 하나유보라,주상복합,서울특별시 중구 왕십리로 407,임대,20190607,6,718,0,718,위탁관리,개별난방,혼합식
노원구,상계동,A13982604,상계보람,아파트,"서울특별시 노원구 한글비석로 480,서울특별시 노원구 한글비석로 479",분양,19880629,21,3315,3315,0,위탁관리,지역난방,복도식
성동구,행당동,A10024464,지웰홈스 왕십리,다세대,서울특별시 성동구 고산자로14길 26,임대,20200831,1,299,0,299,위탁관리,개별난방,복도식
서초구,서초동,A10025375,지웰홈스 서초,주상복합,서울특별시 서초구 반포대로28길 94,임대,20190521,1,154,0,154,위탁관리,중앙난방,복도식
동대문구,신설동,A10026147,신설동 지웰홈스,주상복합,서울특별시 동대문구 난계로 242,임대,20171130,1,170,0,170,위탁관리,개별난방,복도식
마포구,상암동,A12127007,상암월드컵1단지,아파트,서울특별시 마포구 월드컵북로47길 8,임대,20030929,6,820,0,820,위탁관리,지역난방,복도식
중랑구,묵동,A13114106,묵동신안3차,아파트,서울특별시 중랑구 공릉로2라길 4,분양,20000916,2,248,248,0,위탁관리,개별난방,혼합식
중랑구,상봉동,A13170401,한일써너스빌아파트,아파트,서울특별시 중랑구 망우로 346,분양,20031201,3,504,504,0,위탁관리,개별난방,혼합식
중랑구,면목동,A13183701,아남리치카운티,아파트,서울특별시 중랑구 겸재로29길 27,분양,20041210,5,178,178,0,위탁관리,개별난방,계단식
중랑구,면목동,A13184502,면목성원,아파트,서울특별시 중랑구 용마산로 278,분양,19970613,2,168,168,0,위탁관리,개별난방,혼합식
도봉구,도봉동,A13201201,도봉현대성우,주상복합,서울특별시 도봉구 마들로 735-8,분양,19981201,1,190,190,0,위탁관리,개별난방,혼합식
영등포구,신길동,A15005401,신길삼성제2,아파트,서울특별시 영등포구 신길로42길 25,임대,20010615,1,387,0,387,위탁관리,개별난방,복도식
영등포구,당산동3가,A15072002,당산SHVILLE,아파트,서울특별시 영등포구 영신로 183,임대,20050630,2,195,0,195,위탁관리(직영+위탁),개별난방,계단식
관악구,신림동,A15101501,보라매파크뷰,아파트,서울특별시 관악구 관천로24길 3,분양,20031231,1,157,157,0,위탁관리,개별난방,계단식
강서구,내발산동,A15728002,마곡수명산파크6단지,아파트,서울특별시 강서구 수명로2길 63,혼합,20071019,6,399,162,237,위탁관리,지역난방,혼합식
강서구,내발산동,A15728003,마곡수명산파크3단지,아파트,서울특별시 강서구 수명로1길 110,혼합,20070921,8,518,237,281,위탁관리,지역난방,계단식
강남구,대치동,A13528003,대치삼성,아파트,서울특별시 강남구 도곡로78길 22,분양,20000731,14,960,960,0,위탁관리,지역난방,혼합식
광진구,구의동,A10026874,강변에스케이뷰,주상복합,서울특별시 광진구 아차산로 431,분양,20170714,2,197,197,0,위탁관리,개별난방,계단식
서대문구,홍제동,A12009203,홍제무악청구1차,아파트,서울특별시 서대문구 통일로 348,분양,19940630,14,862,862,0,위탁관리,개별난방,계단식
영등포구,대림동,A10027381,보라매 신동아파밀리에아파트,아파트,서울특별시 영등포구 디지털로 420,혼합,20160729,4,247,233,14,위탁관리,개별난방,계단식
마포구,중동,A12187905,마포중동현대,아파트,서울특별시 마포구 성암로 91,분양,20010727,6,477,477,0,위탁관리,개별난방,혼합식
동대문구,답십리동,A10020888,보광타워,주상복합,서울특별시 동대문구 황물로 90,분양,20190405,1,160,160,0,위탁관리,개별난방,기타
성북구,장위동,A10024488,꿈의숲아이파크아파트,아파트,서울특별시 성북구 돌곶이로40길 46,혼합,20220713,19,1711,1416,295,위탁관리,개별난방,계단식
강남구,율현동,A10027912,강남한신휴플러스 6단지,아파트,서울특별시 강남구 밤고개로26길 50,혼합,20150923,12,378,144,234,위탁관리,개별난방,혼합식
서대문구,합동,A12003001,충정로 skview 아파트,아파트,서울특별시 서대문구 서소문로 43-8,분양,20081031,3,180,180,0,위탁관리,개별난방,계단식
동대문구,장안동,A13010001,장안2차현대홈타운,아파트,서울특별시 동대문구 장한로26다길 84,분양,20051220,3,193,193,0,위탁관리,개별난방,계단식
동대문구,장안동,A13010005,래미안장안2차,아파트,서울특별시 동대문구 장안벚꽃로 167,분양,20070628,24,1786,1786,0,위탁관리,개별난방,계단식
동대문구,이문동,A13082502,이문중앙하이츠빌,아파트,"서울특별시 동대문구 외대역동로 101,서울특별시 동대문구 휘경로11길 52",분양,20020523,6,302,302,0,위탁관리,개별난방,계단식
동대문구,전농동,A13085901,전농동아,아파트,서울특별시 동대문구 서울시립대로 31,분양,19971222,2,360,360,0,위탁관리,개별난방,혼합식
중랑구,망우동,A13176102,중랑해모로,아파트,서울특별시 중랑구 양원역로6가길 19,분양,20070516,3,174,174,0,위탁관리,개별난방,계단식
중랑구,신내동,A13186907,중앙하이츠,아파트,서울특별시 중랑구 봉화산로56길 145-1,분양,19960328,5,704,704,0,위탁관리,개별난방,계단식
도봉구,창동,A13204510,창동북한산아이파크,아파트,서울특별시 도봉구 도봉로136길 28,분양,20040730,25,2061,2061,0,위탁관리,개별난방,계단식
도봉구,방학동,A13272102,방학동부센트레빌,아파트,서울특별시 도봉구 방학로 120,분양,20051121,4,258,258,0,위탁관리,개별난방,계단식
도봉구,방학동,A13285507,방학4단지신동아,아파트,서울특별시 도봉구 방학로 200,분양,19950527,3,361,361,0,위탁관리,개별난방,혼합식
성동구,성수동2가,A13312303,성수아이파크,아파트,서울특별시 성동구 성수이로 137,분양,20030828,11,656,656,0,위탁관리,개별난방,계단식
강동구,천호동,A13402002,천호태영,주상복합,서울특별시 강동구 천호대로 1055,분양,19991120,5,385,385,0,위탁관리,개별난방,혼합식
성북구,돈암동,A13606107,돈암삼성,아파트,서울특별시 성북구 동소문로34길 24,분양,19990430,7,1278,1278,0,위탁관리,개별난방,혼합식
성북구,길음동,A13611007,"길음뉴타운푸르지오아파트2,3단지",아파트,"서울특별시 성북구 길음로 119,서울특별시 성북구 길음로13길 39",분양,20050420,34,2068,2068,0,위탁관리,개별난방,혼합식
성북구,상월곡동,A13612002,성북동아에코빌,아파트,서울특별시 성북구 장월로1길 28,분양,20030627,15,1253,1253,0,위탁관리,개별난방,혼합식
성북구,하월곡동,A13613012,길음서희스타힐스,주상복합,서울특별시 성북구 동소문로 284,분양,20110624,1,198,198,0,위탁관리,개별난방,혼합식
성북구,장위동,A13614302,장위참누리,아파트,서울특별시 성북구 한천로101길 18,분양,20060418,7,373,373,0,위탁관리,개별난방,계단식
성북구,상월곡동,A13678401,동아에코빌,아파트,서울특별시 성북구 장월로1길 28,임대,20030627,2,278,0,278,위탁관리,개별난방,복도식
노원구,상계동,A13983712,상계3차현대아파트,아파트,서울특별시 노원구 수락산로 234,분양,19990424,6,494,494,0,위탁관리,지역난방,계단식
노원구,중계동,A13986505,중계시영3단지목련,아파트,서울특별시 노원구 노원로 331,임대,19911115,11,2619,0,2619,위탁관리,지역난방,복도식
양천구,목동,A15805302,목동2차성원아파트,주상복합,서울특별시 양천구 목동중앙남로 100,분양,20001213,4,423,423,0,위탁관리,개별난방,혼합식
양천구,신정동,A15807210,신정동아이파크,아파트,서울특별시 양천구 목동동로 180,분양,20020730,7,590,590,0,위탁관리,지역난방,혼합식
양천구,신정동,A15807211,목동현대아파트,아파트,서울특별시 양천구 목동동로12길 60,분양,19970716,6,972,972,0,위탁관리,지역난방,계단식
