단지코드,일반관리-관리방식,일반관리-인원,경비관리-관리방식,경비관리-인원,경비관리-계약업체,청소관리-관리방식,청소관리-인원,청소관리-계약업체,음식물 처리방법,소독관리-관리방식,소독관리-계약업체
A10027136,위탁관리,2,위탁관리(직영+위탁),2,세화종합관리(주),위탁관리,1,태영건물종합관리(주),차량수거방식,위탁관리,한빛티에스
A10027157,위탁관리,5,위탁관리,2,(주)이엠피,위탁관리,3,(주)이엠피,음식물쓰레기종량제,위탁관리,성산산업
A10027162,위탁관리,3,위탁관리,2,휴플러스(주),위탁관리,1,휴플러스,음식물쓰레기종량제,위탁관리,
A10027188,위탁관리,12,위탁관리,12,(주)와이번스안전관리시스템,위탁관리,18,(주)에코그린티엠,음식물쓰레기종량제,위탁관리,(주)동진엠엔에스
A10027189,위탁관리,10,위탁관리,9,(주)경진이앤지,위탁관리,14,승인산업(주),차량수거방식,위탁관리,(주)와이브이시스템
A10027205,위탁관리,19,위탁관리,29,(주)타워피엠씨,위탁관리,31,(주)타워피엠씨,거점장비수거방식,위탁관리,(주)좋은서비스
A10027207,위탁관리,45,위탁관리,33,에스원,위탁관리,58,에스텍에이스,거점장비수거방식,위탁관리,천호서비스
A10027221,위탁관리,6,위탁관리,4,타워피엠씨,위탁관리,6,타워피엠씨,음식물쓰레기종량제,위탁관리,세영에이엔씨
A10027227,위탁관리,6,위탁관리,6,새롬시큐리티(주),위탁관리,8,듀델코리아(주),음식물쓰레기종량제,위탁관리,와이브이시스템
A10027274,위탁관리,7,자치관리(직영),3,,위탁관리,8,,차량수거방식,위탁관리,
A10027289,위탁관리,22,위탁관리,25,에스텍시스템,위탁관리,30,라포르,거점장비수거방식,위탁관리,(주)와이브시스템
A10027301,위탁관리,5,위탁관리,4,(주)승학,위탁관리,3,(주)유현종합관리,음식물쓰레기종량제,위탁관리,(주)태강티엠에스
A10027319,위탁관리,2,위탁관리,2,원앤원주식회사,위탁관리,1,원앤원산업개발,음식물쓰레기종량제,위탁관리,이수용역
A10027346,위탁관리,8,위탁관리,8,(주)에스원,위탁관리,14,(유)우원티엠,음식물쓰레기종량제,위탁관리,(주)태영
A10027354,위탁관리,5,위탁관리,6,(주)시큐원,위탁관리,6,두원에이앤씨,음식물쓰레기종량제,위탁관리,화성종합관리
A10027364,위탁관리,5,위탁관리,5,에스텍시스템,위탁관리,6,탄천산업,차량수거방식,위탁관리,우양
A10027371,위탁관리,5,위탁관리,3,(주)코리아종합관리,위탁관리,4,(주)코리아종합관리,음식물쓰레기종량제,위탁관리,(주)동진엠엔에스
A10027375,위탁관리,11,위탁관리,11,(주)에스원,위탁관리,11,(주)한강티에스,음식물쓰레기종량제,위탁관리,주신환경
A10027381,위탁관리,4,위탁관리,3,(주)듀델코리아,위탁관리,2,(주)성우서비스,음식물쓰레기종량제,위탁관리,(주)성우서비스
A10027396,위탁관리,5,위탁관리,4,(주)상우시스템,위탁관리,4,(주)상우시스템,음식물쓰레기종량제,위탁관리,와이브이시스템
A10027403,위탁관리,4,위탁관리,3,(주)미래에이비엠,위탁관리,4,(주)미래에이비엠,거점장비수거방식,위탁관리,(주)정다운세상
A10027424,위탁관리,6,위탁관리,5,(주)케이티팝스,위탁관리,5,(주)두원에이앤씨,음식물쓰레기종량제,위탁관리,(주)청정티엠에스
A10027432,위탁관리,5,위탁관리,2,이엠피서비스,위탁관리,3,,음식물쓰레기종량제,위탁관리,
A10027433,위탁관리,6,위탁관리,4,코리아이지텔,위탁관리,6,일신환경(주),음식물쓰레기종량제,위탁관리,대양DI(주)
A10027439,위탁관리,9,위탁관리,10,(주)에스원,위탁관리,11,두원에이앤씨,음식물쓰레기종량제,위탁관리,(주)다인서비스
A10027446,위탁관리,8,위탁관리,4,타워피엠씨,위탁관리,8,타워pmc,음식물쓰레기종량제,위탁관리,태인이앤지
A10027452,위탁관리,6,위탁관리,6,원앤원산업개발,위탁관리,5,원앤원산업개발,차량수거방식,위탁관리,(주)비엠에스
A10027461,위탁관리,8,위탁관리,5,시큐원,위탁관리,7,(유)와이번즈안전관리,차량수거방식,위탁관리,(주)비전개발
A10027472,위탁관리,5,위탁관리,2,(주)경진관리,위탁관리,3,(주)경진관리,음식물쓰레기종량제,위탁관리,(주)태강티엠에스
A10027474,위탁관리,6,위탁관리,6,(주)타워피엠씨,위탁관리,5,(주)타워피엠씨,음식물쓰레기종량제,위탁관리,은광서비스
A10027541,위탁관리,1,자치관리(직영),2,,자치관리(직영),1,,차량수거방식,위탁관리,
A10027553,위탁관리,6,위탁관리,4,에스텍시스템,위탁관리,7,(유)와이번스안전관리시스템,음식물쓰레기종량제,위탁관리,(주)태인이앤지
A10027558,위탁관리,4,위탁관리,4,에스원,위탁관리,3,우리들관리,음식물쓰레기종량제,위탁관리,천호환경
A10027571,위탁관리,3,위탁관리(직영+위탁),2,세화종합관리(주),위탁관리,2,덕진TMS(주),음식물쓰레기종량제,위탁관리,(주)행복이가득한미래관리
A10027601,위탁관리,5,위탁관리,3,(주)두원에이앤씨,위탁관리,5,(주)두원에이앤씨,차량수거방식,위탁관리,(주)굿에어테크
A10027602,위탁관리,10,위탁관리,10,(주)에스원,위탁관리,13,라포르,음식물쓰레기종량제,위탁관리,동진엠엔에스
A10027614,위탁관리,5,위탁관리,2,대성티엠씨(주),위탁관리,1,대성티엠씨(주),음식물쓰레기종량제,위탁관리,제일방역
A10027622,위탁관리,13,위탁관리,4,(주)타워피엠씨,위탁관리,3,(주)타워피엠씨,음식물쓰레기종량제,위탁관리,(주)청정티엠에스
A10027632,위탁관리,6,위탁관리,6,삼우안전관리 유한회사,위탁관리,4,(주)에코그린,차량수거방식,위탁관리,(주)청정티엠에스
A10027633,위탁관리,7,위탁관리,4,(주)국보종합관리,위탁관리,7,(주)인성종합관리,차량수거방식,위탁관리,세영에이앤씨
A10027638,위탁관리,4,위탁관리,2,이오티앤디,위탁관리,2,이오티앤디,음식물쓰레기종량제,위탁관리,동진엠엔에스
A10027670,위탁관리,5,위탁관리,6,(주)백송종합관리,위탁관리,7,(주)주원그린,음식물쓰레기종량제,위탁관리,(주)청정티엠에스
A10027681,위탁관리,4,위탁관리,4,혜진종합관리,위탁관리,3,주원그린,음식물쓰레기종량제,위탁관리,(주)휘성
A10027684,위탁관리,2,위탁관리,2,경진관리,위탁관리,2,,음식물쓰레기종량제,위탁관리,
A10027687,위탁관리,7,위탁관리,5,(주)씨큐원,위탁관리,7,태영건물종합관리(주),음식물쓰레기종량제,위탁관리,(주)다빈환경
A10027708,위탁관리,2,자치관리(직영),2,,위탁관리,2,(주)피느스이앤씨,음식물쓰레기종량제,위탁관리,(주)진도프로인
A10027714,위탁관리,9,위탁관리,6,(주)sk쉴더스,위탁관리,11,(주)세연종합관리,음식물쓰레기종량제,위탁관리,(주)지산inc
A10027716,위탁관리,6,위탁관리,4,현대관리시스템,위탁관리,7,(주)참우리,기타,위탁관리,이산아이엔씨
A10027744,위탁관리,7,위탁관리,4,(주)타워피엠씨,위탁관리,6,(주)타워피엠씨,차량수거방식,위탁관리,(유)청정티엠에스
A10027748,위탁관리,6,위탁관리,6,홈스웰,위탁관리,6,우리관리(주),음식물쓰레기종량제,위탁관리,태은환경
A10027755,위탁관리,9,위탁관리,10,(주)아주관리,위탁관리,11,삼우안전관리,거점장비수거방식,위탁관리,(주)와이브이시스템
A10027764,위탁관리,4,위탁관리,2,(주)세연종합관리,위탁관리,2,(주)세연종합관리,음식물쓰레기종량제,위탁관리,(주)다빈환경
A10027775,위탁관리,3,위탁관리(직영+위탁),2,(주)미래에이비엠,위탁관리(직영+위탁),1,미래에이비엠,음식물쓰레기종량제,위탁관리,(주)21세기
A10027800,위탁관리,44,위탁관리,20,(주)타워피엠씨,위탁관리(직영+위탁),27,(주)타워피엠씨,음식물쓰레기종량제,위탁관리,세영에이엔씨
A10027816,위탁관리,11,위탁관리,8,(주)새롬종합관리,위탁관리,16,(주)듀델코리아,차량수거방식,위탁관리,주신환경
A10027817,위탁관리,57,위탁관리,46,(주)에스원,위탁관리,56,승인산업,차량수거방식,위탁관리,(주)굿에어테크
A10027849,위탁관리,6,위탁관리,4,에스원,위탁관리,4,신화비엠씨,거점장비수거방식,위탁관리,성산산업개발
A10027851,위탁관리,10,위탁관리,9,에스원,위탁관리,11,선우환경관리(주),음식물쓰레기종량제,위탁관리,태은환경
A10027877,위탁관리,6,위탁관리,4,(주)두온종합관리,위탁관리,3,한국주택시설관리 (주),기타,위탁관리,낙원환경
A10027881,위탁관리,9,위탁관리,2,(주)지앤비시스템,위탁관리,2,(주)지앤비시스템,차량수거방식,위탁관리,(주)정일종합관리
A10027901,위탁관리,11,위탁관리(직영+위탁),7,(주)아스타아이비에스,위탁관리,5,(주)아스타아이비에스,차량수거방식,위탁관리,한영
A10027902,위탁관리,6,위탁관리,4,(주)케이비아주,위탁관리,3,(주)케이비아주,음식물쓰레기종량제,위탁관리,티엔크린
A10027906,위탁관리,12,위탁관리,9,주식회사 에스원,위탁관리(직영+위탁),13,,거점장비수거방식,위탁관리,
A10027908,위탁관리,25,위탁관리,15,(주)에스텍시스템,위탁관리,12,(주)타워피엠씨,기타,위탁관리,블루써브(주)
A10027912,위탁관리,5,위탁관리,3,(주)혜진종합관리,위탁관리,5,(주)듀델코리아,음식물쓰레기종량제,위탁관리,티엔크린(주)
A10027920,위탁관리,13,위탁관리,14,에스원,위탁관리,19,타워씨앤에스,차량수거방식,위탁관리,한빛티에스
A10027935,위탁관리,4,위탁관리,2,주식회사토우에스이엠,위탁관리,3,주식회사토우에스이엠,음식물쓰레기종량제,위탁관리,주식회사토우에스이엠
A10027948,자치관리(직영),5,자치관리(직영),4,,자치관리(직영),3,,음식물쓰레기종량제,위탁관리,청정티엠에스
A10027951,위탁관리,3,위탁관리,2,(주)태경종합관리,위탁관리,1,(주)태경종합관리,음식물쓰레기종량제,위탁관리,(주)거문환경
A10027985,위탁관리,12,위탁관리,4,(주)sk쉴더스,자치관리(직영),14,,음식물쓰레기종량제,위탁관리,지산I&C
A10028000,위탁관리,4,위탁관리,4,엘림에스(유),위탁관리,5,엘림에스(유),음식물쓰레기종량제,위탁관리,태영건물종합관리(주)
A10028001,위탁관리,5,위탁관리,6,한국보안컨설팅(주),위탁관리,6,엘림에스(주),음식물쓰레기종량제,위탁관리,대양씨앤지
A10028006,위탁관리,6,위탁관리,6,에스케이쉴더스(주),위탁관리,7,,차량수거방식,위탁관리,
A10028021,위탁관리,8,위탁관리,7,(주)씨큐원,위탁관리,12,(주)한강티에스,음식물쓰레기종량제,위탁관리,다인서비스
A10028033,위탁관리,3,위탁관리,4,(주)혜진종합관리,위탁관리,3,(주)주원그린,차량수거방식,위탁관리,청정티엠에스
A10028042,자치관리,5,,,,위탁관리,1,에코그린TM,거점장비수거방식,위탁관리,(주)유니탑
A10028046,위탁관리,5,위탁관리,4,(주)세이프원,위탁관리,4,나라개발시스템(주),음식물쓰레기종량제,위탁관리,(주)다인서비스
A10028056,위탁관리,2,위탁관리,2,태림주택종합관리(주),자치관리(직영),1,,음식물쓰레기종량제,자치관리(직영),
A10028063,위탁관리,2,위탁관리,3,,위탁관리,3,,차량수거방식,위탁관리,
A10028080,위탁관리,5,위탁관리,4,(주)혜진종합관리,위탁관리,4,(주)주원그린,음식물쓰레기종량제,위탁관리,휘성
A10028086,위탁관리,8,위탁관리,5,에스원,위탁관리,8,(유)와이번즈안전관리시스템,음식물쓰레기종량제,위탁관리,(주)TH서비스
A10028105,위탁관리,6,위탁관리,4,조은세이프,위탁관리,7,,음식물쓰레기종량제,위탁관리,
A10028146,위탁관리,5,위탁관리,4,(주)에스원,위탁관리,4,(주)주원그린,음식물쓰레기종량제,위탁관리,(주)태은환경
A10028172,위탁관리,9,위탁관리,4,(유)현대관리시스템,위탁관리,9,나라개발시스템(주),음식물쓰레기종량제,위탁관리,(주)동진엠엔에스
A10028177,위탁관리,6,위탁관리,4,율산개발(유),위탁관리,5,우원티엠,차량수거방식,위탁관리,굿모닝대양
A10028201,자치관리,2,자치관리,2,,자치관리,1,,거점장비수거방식,자치관리,
A10044001,위탁관리,4,위탁관리,2,원앤원산업개발,위탁관리,2,,음식물쓰레기종량제,위탁관리,
A10044002,위탁관리,15,위탁관리,15,케이티팝스,위탁관리,20,광인에스테이스서비스(주),음식물쓰레기종량제,위탁관리,세영이앤씨(주)
A10045001,위탁관리,6,위탁관리,6,(주)국보,위탁관리,5,(주)국보,음식물쓰레기종량제,위탁관리,(주)청정티엠에스
A10045002,위탁관리,8,위탁관리,7,(주)융성종합관리,위탁관리,11,(주)이데아그룹,음식물쓰레기종량제,위탁관리,(주)다인서비스
A10045301,위탁관리(직영+위탁),12,위탁관리,14,상우시스템(주),위탁관리,8,(주)이데아그룹,차량수거방식,위탁관리,(주)태양씨에스
A10045302,위탁관리,26,위탁관리,68,(주)케이티팝스,위탁관리,30,(주)한강티에스,음식물쓰레기종량제,위탁관리,(주)나라개발시스템
A10045401,위탁관리,5,위탁관리,2,백송종합관리,위탁관리,2,,음식물쓰레기종량제,위탁관리,
A10045402,위탁관리,5,위탁관리,6,삼우안전관리(유),위탁관리,3,(유)원광,음식물쓰레기종량제,위탁관리,(주)진도프로인
A10045403,위탁관리,10,위탁관리,12,이데아(주),위탁관리,11,제일에스앤씨,음식물쓰레기종량제,위탁관리,지산아이앤씨(주)
A10045404,위탁관리,12,위탁관리,18,(주)굿모닝대양,위탁관리,15,(주)굿모닝대양,거점장비수거방식,위탁관리,나라개발시스템(주)
A10045601,위탁관리,8,위탁관리,25,한국보안컨설팅(주),위탁관리,9,듀델코리아,음식물쓰레기종량제,위탁관리,삼우안전관리
A10071301,위탁관리,5,위탁관리,6,주식회사 에스원,위탁관리,4,,차량수거방식,위탁관리,정다운소독
A10072501,위탁관리,10,위탁관리(직영+위탁),6,주식회사홈스웰,위탁관리,9,(주)홈스웰,차량수거방식,위탁관리,나라개발(주)
A10078103,위탁관리,3,위탁관리,2,(주)대온관리,위탁관리,1,(주)대온관리,차량수거방식,위탁관리,(주)휘성
A10078901,위탁관리,7,위탁관리,8,㈜에스원동부,위탁관리,10,(주)효명종합관리,음식물쓰레기종량제,위탁관리,(주)청정티엠에스
A10078902,위탁관리,3,위탁관리,2,(주)대온관리,위탁관리,1,(주)대온관리,음식물쓰레기종량제,위탁관리,(주)휘성
A10080701,위탁관리,3,위탁관리,4,(주)푸른안전산업,위탁관리,2,정화실업,음식물쓰레기종량제,위탁관리,태양방역
