단지코드,건물구조,전기-수전용량,전기-세대전기계약방식,승강기관리-관리방식,승강기대수,총주차대수,CCTV대수,홈네트워크,부대복리시설,최고층수,지하층수
A13381701,철근콘크리트구조,895,단일계약,위탁관리,3,166,28,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,1
A10020503,철근콘크리트구조,5900,종합계약,관리방식미정,30,1239,632,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",35,3
A13307003,철골콘크리트구조,5350,종합계약,위탁관리,16,735,214,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",42,5
A10026207,철골철근콘크리트구조,5500,종합계약,위탁관리,18,1351,268,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",39,2
A13307101,철근콘크리트구조,1750,단일계약,위탁관리,17,567,158,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",15,3
A13386702,철근콘크리트구조,4000,단일계약,위탁관리,34,1518,393,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",25,3
A13307002,철근콘크리트구조,2310,종합계약,위탁관리,16,539,154,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",15,4
A13307202,철근콘크리트구조,1450,단일계약,위탁관리,13,446,84,무,"관리사무소, 노인정, 어린이놀이터, 기타",15,0
A10024464,철근콘크리트구조,950,종합계약,위탁관리,4,183,128,무,"관리사무소, 휴게시설, 커뮤니티공간, 자전거보관소",19,2
A13307204,철근콘크리트구조,8320,단일계약,위탁관리,69,2903,372,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",15,3
A13377902,철근콘크리트구조,2200,단일계약,위탁관리,10,269,59,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",15,0
A13307001,철근콘크리트구조,900,단일계약,위탁관리,6,210,48,무,"관리사무소, 노인정, 어린이놀이터",25,2
A13377901,철골철근콘크리트구조,1500,단일계약,위탁관리,12,388,116,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",15,2
A13307201,철근콘크리트구조,1178,단일계약,위탁관리,8,222,62,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",15,0
A13373101,철근콘크리트구조,886,단일계약,위탁관리,2,124,23,무,"관리사무소, 노인정, 어린이놀이터",16,2
A13377703,철근콘크리트구조,7750,단일계약,위탁관리,45,2615,256,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",25,2
A13377903,철근콘크리트구조,2050,단일계약,위탁관리,8,209,45,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",25,1
A13385301,철근콘크리트구조,900,단일계약,위탁관리,9,422,77,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",25,2
A13308004,철근콘크리트구조,1720,단일계약,위탁관리,13,353,88,무,"관리사무소, 노인정, 어린이놀이터",14,0
A13308005,철근콘크리트구조,2800,단일계약,위탁관리,19,523,88,유,"관리사무소, 노인정, 어린이놀이터",15,0
A13385202,철근콘크리트구조,900,단일계약,위탁관리,6,293,32,무,,15,1
A13376906,철근콘크리트구조,3600,단일계약,위탁관리,21,1337,180,유,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",23,4
A13385303,철근콘크리트구조,1500,단일계약,위탁관리,12,315,63,무,"관리사무소, 노인정, 어린이놀이터",15,1
A10026418,철근콘크리트구조,5500,단일계약,위탁관리,82,1547,415,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",21,4
A13380104,철근콘크리트구조,6010,단일계약,위탁관리,39,2371,259,무,"관리사무소, 노인정, 유치원",20,0
A13309103,철골철근콘크리트구조,2200,단일계약,위탁관리,16,406,92,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",20,2
A13309102,철근콘크리트구조,2250,단일계약,위탁관리,20,691,63,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",15,0
A13309101,철근콘크리트구조,950,단일계약,위탁관리,7,202,37,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",15,0
A13380301,철근콘크리트구조,2750,종합계약,위탁관리,18,461,50,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",20,4
A13380302,철근콘크리트구조,4750,종합계약,위탁관리,27,1027,268,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 유치원, 커뮤니티공간, 자전거보관소",20,4
A13380303,철근콘크리트구조,1200,단일계약,위탁관리,4,306,70,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터",15,4
A10027602,철골철근콘크리트구조,5250,단일계약,위탁관리,34,1289,278,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",21,2
A13380602,철근콘크리트구조,900,단일계약,위탁관리,14,363,45,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,3
A13380703,철근콘크리트구조,2850,단일계약,위탁관리,28,712,280,무,"관리사무소, 노인정, 어린이놀이터",15,0
A13379001,철근콘크리트구조,2750,종합계약,위탁관리,13,446,144,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",22,3
A13309301,철근콘크리트구조,950,단일계약,위탁관리,10,386,68,무,"관리사무소, 어린이놀이터",15,3
A13309404,철근콘크리트구조,4650,단일계약,위탁관리,27,1403,311,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원",24,3
A13378101,철근콘크리트구조,1650,단일계약,위탁관리,6,145,48,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",21,3
A13309402,철근콘크리트구조,850,단일계약,위탁관리,14,284,50,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",24,2
A13380901,철근콘크리트구조,1150,단일계약,위탁관리,9,248,81,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,3
A13378102,철근콘크리트구조,2450,종합계약,위탁관리,23,672,203,유,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",15,2
A10020977,철골콘크리트구조,950,종합계약,위탁관리,4,114,47,유,"관리사무소, 주민공동시설, 어린이놀이터, 자전거보관소",16,3
A13380803,철근콘크리트구조,3181,종합계약,위탁관리,28,1016,236,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",18,3
A10026470,철근콘크리트구조,3182,종합계약,위탁관리,24,757,339,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",15,3
A13375907,철근콘크리트구조,8500,단일계약,위탁관리,51,1799,503,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",20,3
A13375908,철근콘크리트구조,800,단일계약,위탁관리,6,239,79,무,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",15,3
A13375906,철근콘크리트구조,1900,단일계약,위탁관리,10,415,101,유,"관리사무소, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",20,3
A13375903,철근콘크리트구조,800,단일계약,위탁관리,8,306,52,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설",15,2
A13310004,철근콘크리트구조,3300,단일계약,위탁관리,25,882,151,무,"관리사무소, 노인정, 어린이놀이터, 유치원",15,0
A13384403,철근콘크리트구조,2020,단일계약,위탁관리,11,468,97,무,"관리사무소, 노인정, 어린이놀이터, 유치원",19,0
A13375902,철근콘크리트구조,3100,단일계약,위탁관리,24,1401,141,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",20,2
A13375905,철근콘크리트구조,1100,단일계약,위탁관리,3,175,35,무,"관리사무소, 노인정",20,2
A13383801,철근콘크리트구조,2950,단일계약,위탁관리,19,686,99,무,"관리사무소, 노인정, 어린이놀이터",21,1
A10026748,철근콘크리트구조,10800,단일계약,위탁관리,61,2473,890,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소, 기타",20,4
A13375904,철근콘크리트구조,400,단일계약,위탁관리,2,78,20,무,"관리사무소, 노인정, 자전거보관소",18,0
A13376702,철근콘크리트구조,1550,단일계약,위탁관리,14,357,63,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,1
A13375901,철근콘크리트구조,2250,단일계약,위탁관리,15,473,43,무,"관리사무소, 노인정, 어린이놀이터",14,0
A13392307,철근콘크리트구조,2214,단일계약,위탁관리,15,660,104,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",25,2
A10021528,,,,,0,0,,,,19,2
A13384303,철근콘크리트구조,900,단일계약,위탁관리,6,290,53,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소, 기타",23,0
A10020345,철근콘크리트구조,,종합계약,위탁관리,0,545,226,유,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",36,3
A13382104,철근콘크리트구조,1360,종합계약,위탁관리,10,380,70,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",15,2
A10020907,철근콘크리트구조,5000,종합계약,위탁관리,27,1000,375,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",33,3
A13372101,철근콘크리트구조,850,종합계약,위탁관리,6,295,39,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",19,2
A13379401,철골철근콘크리트구조,4350,종합계약,위탁관리,10,717,179,유,"관리사무소, 주민공동시설, 커뮤니티공간, 자전거보관소",44,6
A13311101,철근콘크리트구조,600,단일계약,위탁관리,5,173,34,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",17,0
A13382106,철골철근콘크리트구조,900,단일계약,위탁관리,5,320,24,무,"관리사무소, 노인정, 어린이놀이터",10,1
A13384304,철근콘크리트구조,800,단일계약,위탁관리,10,375,76,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소, 기타",18,2
A13372102,철근콘크리트구조,2500,단일계약,위탁관리,20,796,153,무,"관리사무소, 노인정, 어린이놀이터",23,2
A13376405,철근콘크리트구조,950,종합계약,위탁관리,9,283,48,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",17,0
A13382502,철근콘크리트구조,150,기타,위탁관리,6,150,34,유,"관리사무소, 주민공동시설, 어린이놀이터, 자전거보관소",15,1
A13381902,철근콘크리트구조,815,단일계약,위탁관리,5,189,26,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",19,2
A10024503,철골철근콘크리트구조,5300,종합계약,위탁관리,10,720,266,유,"관리사무소, 주민공동시설, 커뮤니티공간, 자전거보관소, 기타",47,5
A10026988,철근콘크리트구조,5250,종합계약,위탁관리,16,1123,544,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",47,3
A13384301,철근콘크리트구조,880,단일계약,위탁관리,4,167,31,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",19,2
A10020852,철골철근콘크리트구조,727,종합계약,위탁관리,5,142,23,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",19,2
A10021167,철골철근콘크리트구조,450,단일계약,위탁관리,5,141,46,무,,12,1
A13378001,철근콘크리트구조,4650,단일계약,위탁관리,17,800,141,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",29,2
A10025101,철근콘크리트구조,973,종합계약,위탁관리,6,146,36,유,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",13,1
A10021638,철골철근콘크리트구조,500,단일계약,위탁관리,0,111,64,무,,18,4
A10021449,,,,,0,0,,,,11,1
A10021716,,,,위탁관리,3,0,,,,19,1
A10022325,,,,,0,0,,,,18,1
A13312101,철근콘크리트구조,850,종합계약,위탁관리,6,241,54,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",13,1
A13312302,철근콘크리트구조,2550,단일계약,위탁관리,28,884,77,무,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",25,2
A10023316,철근콘크리트구조,600,단일계약,위탁관리,5,246,32,무,"관리사무소, 노인정",19,1
A13312303,철근콘크리트구조,2000,단일계약,위탁관리,34,975,123,유,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",25,2
A13383301,철근콘크리트구조,700,단일계약,위탁관리,5,221,32,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",18,2
A13383003,철근콘크리트구조,950,단일계약,위탁관리,7,239,56,무,"관리사무소, 노인정, 어린이놀이터",21,2
