단지코드,시도,동수,관리비부과면적,주거전용면적(단지합계),주거전용면적(세부),세대수
A13879102,서울특별시,30,451636.44,418502.47,103.4,120
A13879102,서울특별시,30,451636.44,418502.47,103.54,1679
A13879102,서울특별시,30,451636.44,418502.47,106.08,32
A13879102,서울특별시,30,451636.44,418502.47,106.21,445
A13879102,서울특별시,30,451636.44,418502.47,107.44,298
A13879102,서울특별시,30,451636.44,418502.47,109.98,50
A13879102,서울특별시,30,451636.44,418502.47,110.12,700
A13879102,서울특별시,30,451636.44,418502.47,110.68,41
A13879102,서울특별시,30,451636.44,418502.47,110.81,557
A13879102,서울특별시,30,451636.44,418502.47,112.26,1
A13879102,서울특별시,30,451636.44,418502.47,116.43,2
A13886701,서울특별시,3,27595.66,27595.51,71.82,7
A13886701,서울특별시,3,27595.66,27595.51,71.9,60
A13886701,서울특별시,3,27595.66,27595.51,84.67,15
A13886701,서울특별시,3,27595.66,27595.51,84.68,254
A10023296,서울특별시,4,16797.39,12640.96,84.76,71
A10023296,서울특별시,4,16797.39,12640.96,84.9,38
A10023296,서울특별시,4,16797.39,12640.96,84.92,40
A10023897,서울특별시,4,39822.1,30262.908,84.4323,10
A10023897,서울특별시,4,39822.1,30262.908,84.7362,34
A10023897,서울특별시,4,39822.1,30262.908,84.7809,68
A10023897,서울특별시,4,39822.1,30262.908,84.8984,34
A10023897,서울특별시,4,39822.1,30262.908,84.9246,8
A10023897,서울특별시,4,39822.1,30262.908,84.9467,8
A10023897,서울특별시,4,39822.1,30262.908,102.0465,17
A10023897,서울특별시,4,39822.1,30262.908,106.0557,34
A10023897,서울특별시,4,39822.1,30262.908,106.0944,17
A10023897,서울특별시,4,39822.1,30262.908,106.2487,17
A10023897,서울특별시,4,39822.1,30262.908,110.2238,17
A10023897,서울특별시,4,39822.1,30262.908,110.2718,39
A10023897,서울특별시,4,39822.1,30262.908,152.441,2
A10023897,서울특별시,4,39822.1,30262.908,161.1988,2
A10023897,서울특별시,4,39822.1,30262.908,187.3538,1
A10023897,서울특별시,4,39822.1,30262.908,194.9541,1
A10023897,서울특별시,4,39822.1,30262.908,195.9805,1
A10023897,서울특별시,4,39822.1,30262.908,196.4468,1
A10026682,서울특별시,23,260035.98,121619.37,39.79,312
A10026682,서울특별시,23,260035.98,121619.37,39.93,128
A10026682,서울특별시,23,260035.98,121619.37,49.48,564
A10026682,서울특별시,23,260035.98,121619.37,49.59,198
A10026682,서울특별시,23,260035.98,121619.37,59.66,285
A10026682,서울특별시,23,260035.98,121619.37,59.97,271
A10026682,서울특별시,23,260035.98,121619.37,74.82,112
A10026682,서울특별시,23,260035.98,121619.37,74.95,330
A10027461,서울특별시,8,64356.492,50110.1,101.38,116
A10027461,서울특별시,8,64356.492,50110.1,101.68,26
A10027461,서울특별시,8,64356.492,50110.1,101.8,282
A10027461,서울특별시,8,64356.492,50110.1,101.95,48
A10027461,서울특별시,8,64356.492,50110.1,112.89,16
A10027461,서울특별시,8,64356.492,50110.1,149.45,2
A10027553,서울특별시,7,64599.5,49502.15,90.0588,57
A10027553,서울특별시,7,64599.5,49502.15,90.2938,54
A10027553,서울특별시,7,64599.5,49502.15,90.8877,167
A10027553,서울특별시,7,64599.5,49502.15,108.1376,47
A10027553,서울특별시,7,64599.5,49502.15,108.1387,57
A10027553,서울특별시,7,64599.5,49502.15,115.6488,113
A10027632,서울특별시,6,50078.59,37822.523,96.2762,12
A10027632,서울특별시,6,50078.59,37822.523,96.5326,33
A10027632,서울특별시,6,50078.59,37822.523,96.6882,12
A10027632,서울특별시,6,50078.59,37822.523,96.7116,38
A10027632,서울특별시,6,50078.59,37822.523,96.7562,10
A10027632,서울특별시,6,50078.59,37822.523,96.7642,32
A10027632,서울특별시,6,50078.59,37822.523,96.7817,12
A10027632,서울특별시,6,50078.59,37822.523,96.9356,12
A10027632,서울특별시,6,50078.59,37822.523,96.9906,35
A10027632,서울특별시,6,50078.59,37822.523,97.0736,41
A10027632,서울특별시,6,50078.59,37822.523,97.0756,27
A10027632,서울특별시,6,50078.59,37822.523,97.0896,12
A10027632,서울특별시,6,50078.59,37822.523,97.1656,35
A10027632,서울특별시,6,50078.59,37822.523,97.1662,31
A10027632,서울특별시,6,50078.59,37822.523,97.1902,12
A10027632,서울특별시,6,50078.59,37822.523,97.2157,12
A10027632,서울특별시,6,50078.59,37822.523,97.3992,8
A10027632,서울특별시,6,50078.59,37822.523,97.4802,2
A10027632,서울특별시,6,50078.59,37822.523,97.5836,6
A10027632,서울특별시,6,50078.59,37822.523,98.2238,4
A10027632,서울특별시,6,50078.59,37822.523,99.6336,4
A10027744,서울특별시,6,51057.74,38889.516,87.6889,41
A10027744,서울특별시,6,51057.74,38889.516,87.7696,20
A10027744,서울특별시,6,51057.74,38889.516,87.8354,58
A10027744,서울특별시,6,51057.74,38889.516,87.8869,44
A10027744,서울특별시,6,51057.74,38889.516,87.9605,17
A10027744,서울특별시,6,51057.74,38889.516,100.7848,63
A10027744,서울특별시,6,51057.74,38889.516,100.8522,86
A10027744,서울특별시,6,51057.74,38889.516,108.8004,23
A10027744,서울특별시,6,51057.74,38889.516,114.8358,22
A10027744,서울특별시,6,51057.74,38889.516,114.9525,23
A10027744,서울특별시,6,51057.74,38889.516,128.8347,2
A10027744,서울특별시,6,51057.74,38889.516,128.9683,1
A10028086,서울특별시,7,77554.94,59596.53,106.0884,25
A10028086,서울특별시,7,77554.94,59596.53,106.841,62
A10028086,서울특별시,7,77554.94,59596.53,106.967,82
A10028086,서울특별시,7,77554.94,59596.53,107.6344,49
A10028086,서울특별시,7,77554.94,59596.53,108.119,63
A10028086,서울특별시,7,77554.94,59596.53,108.281,58
A10028086,서울특별시,7,77554.94,59596.53,108.5918,46
A10028086,서울특별시,7,77554.94,59596.53,108.8164,51
A10028086,서울특별시,7,77554.94,59596.53,110.1541,8
A10028086,서울특별시,7,77554.94,59596.53,111.4321,10
A10028086,서울특별시,7,77554.94,59596.53,111.6031,10
A10028086,서울특별시,7,77554.94,59596.53,111.9716,40
A10028086,서울특별시,7,77554.94,59596.53,112.1156,42
A10028086,서울특별시,7,77554.94,59596.53,112.9476,3
A13821001,서울특별시,4,17349.805,13479.87,59.67,61
A13821001,서울특별시,4,17349.805,13479.87,59.68,14
A13821001,서울특별시,4,17349.805,13479.87,84.94,22
A13821001,서울특별시,4,17349.805,13479.87,84.95,84
A13821002,서울특별시,9,32744.2,25187.5,59.96,124
A13821002,서울특별시,9,32744.2,25187.5,84.94,209
A13821003,서울특별시,6,40090.605,30770.04,49.86,39
A13821003,서울특별시,6,40090.605,30770.04,49.91,79
A13821003,서울특별시,6,40090.605,30770.04,49.93,66
A13821003,서울특별시,6,40090.605,30770.04,49.95,41
A13821003,서울특별시,6,40090.605,30770.04,84.93,78
A13821003,서울특별시,6,40090.605,30770.04,84.95,74
A13821003,서울특별시,6,40090.605,30770.04,84.98,78
A13821004,서울특별시,6,47548.445,35108.58,49.93,300
A13821004,서울특별시,6,47548.445,35108.58,84.9,12
A13821004,서울특별시,6,47548.445,35108.58,84.93,72
A13821004,서울특별시,6,47548.445,35108.58,84.94,153
A13821005,서울특별시,9,41759.047,30048.26,49.93,262
A13821005,서울특별시,9,41759.047,30048.26,59.92,32
A13821005,서울특별시,9,41759.047,30048.26,59.95,80
A13821005,서울특별시,9,41759.047,30048.26,59.96,171
A13821006,서울특별시,5,48249.69,34503.12,39.99,374
A13821006,서울특별시,5,48249.69,34503.12,59.95,168
A13821006,서울특별시,5,48249.69,34503.12,59.97,158
A13821007,서울특별시,7,54298.78,38576.72,39.99,458
A13821007,서울특별시,7,54298.78,38576.72,59.93,118
A13821007,서울특별시,7,54298.78,38576.72,59.95,206
A13821007,서울특별시,7,54298.78,38576.72,59.99,14
A13876108,서울특별시,7,52676.727,42285.52,59.94,83
A13876108,서울특별시,7,52676.727,42285.52,59.95,88
A13876108,서울특별시,7,52676.727,42285.52,59.96,54
A13876108,서울특별시,7,52676.727,42285.52,84.9,19
A13876108,서울특별시,7,52676.727,42285.52,84.93,140
A13876108,서울특별시,7,52676.727,42285.52,84.94,66
A13876108,서울특별시,7,52676.727,42285.52,84.98,114
A13876109,서울특별시,9,30340.66,22522.79,49.77,204
A13876109,서울특별시,9,30340.66,22522.79,49.84,59
A13876109,서울특별시,9,30340.66,22522.79,84.94,30
A13876109,서울특별시,9,30340.66,22522.79,84.95,81
A13876110,서울특별시,10,65581.375,53093.74,84.93,204
A13876110,서울특별시,10,65581.375,53093.74,84.94,214
A13876110,서울특별시,10,65581.375,53093.74,84.98,207
A13876111,서울특별시,7,23480.334,18773.18,84.94,77
A13876111,서울특별시,7,23480.334,18773.18,84.95,144
A13876112,서울특별시,4,22520.26,16719.63,84.76,53
A13876112,서울특별시,4,22520.26,16719.63,84.85,9
A13876112,서울특별시,4,22520.26,16719.63,84.9,25
A13876112,서울특별시,4,22520.26,16719.63,84.92,110
A13876113,서울특별시,12,89541.32,62698.71,51.77,455
A13876113,서울특별시,12,89541.32,62698.71,51.82,119
A13876113,서울특별시,12,89541.32,62698.71,51.96,98
A13876113,서울특별시,12,89541.32,62698.71,54.12,12
A13876113,서울특별시,12,89541.32,62698.71,59.73,100
A13876113,서울특별시,12,89541.32,62698.71,59.85,214
A13876113,서울특별시,12,89541.32,62698.71,59.96,141
A13876114,서울특별시,22,159040.22,116176.44,51.77,585
A13876114,서울특별시,22,159040.22,116176.44,51.78,57
A13876114,서울특별시,22,159040.22,116176.44,51.82,48
A13876114,서울특별시,22,159040.22,116176.44,54.12,24
A13876114,서울특별시,22,159040.22,116176.44,59.63,231
A13876114,서울특별시,22,159040.22,116176.44,59.66,103
A13876114,서울특별시,22,159040.22,116176.44,59.85,78
A13876114,서울특별시,22,159040.22,116176.44,59.96,84
A13876114,서울특별시,22,159040.22,116176.44,75.92,48
A13876114,서울특별시,22,159040.22,116176.44,75.97,103
A13876114,서울특별시,22,159040.22,116176.44,78.15,12
A13876114,서울특별시,22,159040.22,116176.44,84.93,213
A13876114,서울특별시,22,159040.22,116176.44,84.96,182
A13876114,서울특별시,22,159040.22,116176.44,84.98,42
A10021523,서울특별시,1,6972.48,6972.48,49.14,72
A10021523,서울특별시,1,6972.48,6972.48,57.24,60
A10025467,서울특별시,1,14302.2,10831.03,60,58
A10025467,서울특별시,1,14302.2,10831.03,80.85,4
A10025467,서울특별시,1,14302.2,10831.03,84.99,59
A10025467,서울특별시,1,14302.2,10831.03,99.98,11
A10025467,서울특별시,1,14302.2,10831.03,114.18,8
A10025632,서울특별시,3,13391,10781.82,59.79,1
A10025632,서울특별시,3,13391,10781.82,59.93,2
A10025632,서울특별시,3,13391,10781.82,84.9,3
A10025632,서울특별시,3,13391,10781.82,84.95,1
A10025632,서울특별시,3,13391,10781.82,84.96,72
A10025632,서울특별시,3,13391,10781.82,118.44,35
A10026804,서울특별시,1,11345.36,8651.76,83.19,104
A13804001,서울특별시,4,38413.57,29455.525,58.11,36
A13804001,서울특별시,4,38413.57,29455.525,59.975,147
A13804001,서울특별시,4,38413.57,29455.525,79.945,232
A13804002,서울특별시,3,51004.938,35297.53,0,1
A13804002,서울특별시,3,51004.938,35297.53,84.79,18
A13804002,서울특별시,3,51004.938,35297.53,84.84,1
A13804002,서울특별시,3,51004.938,35297.53,84.85,295
A13804002,서울특별시,3,51004.938,35297.53,84.86,102
A13804003,서울특별시,3,46284,35287.34,59.69,58
A13804003,서울특별시,3,46284,35287.34,59.95,146
A13804003,서울특별시,3,46284,35287.34,80.15,39
A13804003,서울특별시,3,46284,35287.34,83.5,20
A13804003,서울특별시,3,46284,35287.34,84.22,70
A13804003,서울특별시,3,46284,35287.34,84.43,18
A13804003,서울특별시,3,46284,35287.34,100.45,3
A13804003,서울특별시,3,46284,35287.34,114.5,21
A13804003,서울특별시,3,46284,35287.34,114.63,57
A13804003,서울특별시,3,46284,35287.34,135.3,4
A13804003,서울특별시,3,46284,35287.34,162.4,2
A13804003,서울특별시,3,46284,35287.34,178,2
A13804003,서울특별시,3,46284,35287.34,198.85,1
A13804003,서울특별시,3,46284,35287.34,201.02,1
A13804004,서울특별시,6,75956.44,57949.9,71.17,78
A13804004,서울특별시,6,75956.44,57949.9,83.02,532
A13804004,서울특별시,6,75956.44,57949.9,84,98
A13804206,서울특별시,9,99554.72,75387.7,59.26,315
A13804206,서울특별시,9,99554.72,75387.7,84.76,328
A13804206,서울특별시,9,99554.72,75387.7,114.76,252
A13887301,서울특별시,2,23872.96,18054.56,59.78,124
A13887301,서울특별시,2,23872.96,18054.56,84.96,74
A13887301,서울특별시,2,23872.96,18054.56,114.6,38
A13887302,서울특별시,7,82564.4,63979.05,59.9,13
A13887302,서울특별시,7,82564.4,63979.05,59.98,70
A13887302,서울특별시,7,82564.4,63979.05,84.36,1
A13887302,서울특별시,7,82564.4,63979.05,84.38,663
A13887302,서울특별시,7,82564.4,63979.05,84.93,17
A13887302,서울특별시,7,82564.4,63979.05,84.98,18
A13887403,서울특별시,4,35645.24,26616.76,40.95,102
A13887403,서울특별시,4,35645.24,26616.76,59.4,80
A13887403,서울특별시,4,35645.24,26616.76,78.78,12
A13887403,서울특별시,4,35645.24,26616.76,84.97,170
A13887403,서울특별시,4,35645.24,26616.76,114.88,20
A13887405,서울특별시,7,61601.55,48459.45,43.2,192
A13887405,서울특별시,7,61601.55,48459.45,47.4,13
A13887405,서울특별시,7,61601.55,48459.45,58.13,16
A13887405,서울특별시,7,61601.55,48459.45,59.96,56
A13887405,서울특별시,7,61601.55,48459.45,84.93,12
A13887405,서울특별시,7,61601.55,48459.45,84.95,115
A13887405,서울특별시,7,61601.55,48459.45,114.56,45
A13887405,서울특별시,7,61601.55,48459.45,153.08,19
A13887405,서울특별시,7,61601.55,48459.45,167.08,12
A13887405,서울특별시,7,61601.55,48459.45,184.96,2
A13887405,서울특별시,7,61601.55,48459.45,187.12,75
A13887702,서울특별시,4,35922.324,28808.67,63.39,55
A13887702,서울특별시,4,35922.324,28808.67,98.32,22
A13887702,서울특별시,4,35922.324,28808.67,116.965,176
A13887702,서울특별시,4,35922.324,28808.67,116.97,22
A13887901,서울특별시,2,19120,15540.94,59.98,12
A13887901,서울특별시,2,19120,15540.94,84.99,106
A13887901,서울특별시,2,19120,15540.94,101.23,8
A13887901,서울특별시,2,19120,15540.94,124.19,16
A13887901,서울특별시,2,19120,15540.94,125.64,24
A10021098,서울특별시,1,33714.918,9418.35,84.85,111
A10021359,서울특별시,1,17151.34,9103.04,52.17,4
A10021359,서울특별시,1,17151.34,9103.04,52.26,4
A10021359,서울특별시,1,17151.34,9103.04,78.84,4
A10021359,서울특별시,1,17151.34,9103.04,84.66,2
A10021359,서울특별시,1,17151.34,9103.04,84.77,36
A10021359,서울특별시,1,17151.34,9103.04,84.92,32
A10021359,서울특별시,1,17151.34,9103.04,90.64,2
A10021359,서울특별시,1,17151.34,9103.04,112.51,20
A10021824,서울특별시,2,11609.02,9600.1,84.95,83
A10021824,서울특별시,2,11609.02,9600.1,101.97,25
A10023948,서울특별시,1,8703.08,2923.47,14.52,56
A10023948,서울특별시,1,8703.08,2923.47,14.58,8
A10023948,서울특별시,1,8703.08,2923.47,14.98,38
A10023948,서울특별시,1,8703.08,2923.47,15.21,18
A10023948,서울특별시,1,8703.08,2923.47,15.26,12
A10023948,서울특별시,1,8703.08,2923.47,18.46,7
A10023948,서울특별시,1,8703.08,2923.47,18.47,9
A10023948,서울특별시,1,8703.08,2923.47,18.67,36
A10024355,서울특별시,3,11779.619,8845.7,59.03,36
A10024355,서울특별시,3,11779.619,8845.7,80.03,34
A10024355,서울특별시,3,11779.619,8845.7,111.1,36
A10024823,서울특별시,1,10334.05,7560.01,59.67,47
A10024823,서울특별시,1,10334.05,7560.01,84.92,56
A10026023,서울특별시,6,39057.555,29487.264,59.984,101
A10026023,서울특별시,6,39057.555,29487.264,59.9846,119
A10026023,서울특별시,6,39057.555,29487.264,77.0731,6
A10026023,서울특별시,6,39057.555,29487.264,77.2609,10
A10026023,서울특별시,6,39057.555,29487.264,84.9779,158
A10026023,서울특별시,6,39057.555,29487.264,101.8223,16
A10027303,서울특별시,1,14337.29,11536.9,84.8,35
A10027303,서울특별시,1,14337.29,11536.9,84.87,38
A10027303,서울특별시,1,14337.29,11536.9,111.33,48
A10027849,서울특별시,2,29634.086,22859.984,57.8736,10
A10027849,서울특별시,2,29634.086,22859.984,57.8803,10
A10027849,서울특별시,2,29634.086,22859.984,57.9172,10
A10027849,서울특별시,2,29634.086,22859.984,57.9649,10
A10027849,서울특별시,2,29634.086,22859.984,84.9808,56
A10027849,서울특별시,2,29634.086,22859.984,84.9914,56
A10027849,서울특별시,2,29634.086,22859.984,110.3387,46
A10027849,서울특별시,2,29634.086,22859.984,114.247,2
A10027849,서울특별시,2,29634.086,22859.984,118.8208,46
A10027849,서울특별시,2,29634.086,22859.984,127.6755,2
A15805002,서울특별시,15,179156.88,128164.55,84.7,1
A15805002,서울특별시,15,179156.88,128164.55,84.71,1
A15805002,서울특별시,15,179156.88,128164.55,84.76,756
A15805002,서울특별시,15,179156.88,128164.55,84.77,754
A15805003,서울특별시,30,192096.77,147592.3,64.98,600
A15805003,서울특별시,30,192096.77,147592.3,82.43,46
A15805003,서울특별시,30,192096.77,147592.3,95.03,184
A15805003,서울특별시,30,192096.77,147592.3,95.16,156
A15805003,서울특별시,30,192096.77,147592.3,95.74,230
A15805003,서울특별시,30,192096.77,147592.3,116.12,78
A15805003,서울특별시,30,192096.77,147592.3,122.35,75
A15805003,서울특별시,30,192096.77,147592.3,140.98,15
A15805003,서울특별시,30,192096.77,147592.3,145.13,144
A15805003,서울특별시,30,192096.77,147592.3,153.58,60
A15805101,서울특별시,1,18070.633,13648.006,81.233,40
A15805101,서울특별시,1,18070.633,13648.006,84.915,26
A15805101,서울특별시,1,18070.633,13648.006,84.97,56
A15805101,서울특별시,1,18070.633,13648.006,107.268,32
A15805102,서울특별시,4,17380.197,13818.95,59.65,51
A15805102,서울특별시,4,17380.197,13818.95,82.81,74
A15805102,서울특별시,4,17380.197,13818.95,100.45,30
A15805102,서울특별시,4,17380.197,13818.95,102.21,16
A15805105,서울특별시,2,20099.72,16137.39,58.05,30
A15805105,서울특별시,2,20099.72,16137.39,59.4,59
A15805105,서울특별시,2,20099.72,16137.39,84.31,59
A15805105,서울특별시,2,20099.72,16137.39,84.75,2
A15805105,서울특별시,2,20099.72,16137.39,114.95,50
A15805109,서울특별시,2,29447.936,22222.84,84.82,262
A15805111,서울특별시,4,97106.77,81056.95,102.718,30
A15805111,서울특별시,4,97106.77,81056.95,119.369,34
A15805111,서울특별시,4,97106.77,81056.95,119.523,64
A15805111,서울특별시,4,97106.77,81056.95,133.363,60
A15805111,서울특별시,4,97106.77,81056.95,136.081,76
A15805111,서울특별시,4,97106.77,81056.95,136.082,76
A15805111,서울특별시,4,97106.77,81056.95,155.586,219
A15805111,서울특별시,4,97106.77,81056.95,159.479,1
A15805111,서울특별시,4,97106.77,81056.95,187.858,2
A15805111,서울특별시,4,97106.77,81056.95,190.951,1
A15805111,서울특별시,4,97106.77,81056.95,191.088,2
A15805111,서울특별시,4,97106.77,81056.95,208.511,6
A15805111,서울특별시,4,97106.77,81056.95,209.33,2
A15805111,서울특별시,4,97106.77,81056.95,209.338,2
A15805111,서울특별시,4,97106.77,81056.95,311.172,1
A15805114,서울특별시,2,101327.92,74804.72,138.2,58
A15805114,서울특별시,2,101327.92,74804.72,151.56,44
A15805114,서울특별시,2,101327.92,74804.72,154.05,116
A15805114,서울특별시,2,101327.92,74804.72,157.97,44
A15805114,서울특별시,2,101327.92,74804.72,167.44,116
A15805114,서울특별시,2,101327.92,74804.72,180.42,88
A15805115,서울특별시,34,238771.11,184875.17,53.88,480
A15805115,서울특별시,34,238771.11,184875.17,59.39,240
A15805115,서울특별시,34,238771.11,184875.17,64.4,48
A15805115,서울특별시,34,238771.11,184875.17,66.6,959
A15805115,서울특별시,34,238771.11,184875.17,66.68,1
A15805115,서울특별시,34,238771.11,184875.17,74.12,192
A15805115,서울특별시,34,238771.11,184875.17,89.05,21
A15805115,서울특별시,34,238771.11,184875.17,101.2,609
A15805202,서울특별시,8,42138.06,35724.28,84.93,54
A15805202,서울특별시,8,42138.06,35724.28,134.77,166
A15805202,서울특별시,8,42138.06,35724.28,156.54,56
A15805203,서울특별시,4,31629.744,25209.6,78.09,1
A15805203,서울특별시,4,31629.744,25209.6,84.27,138
A15805203,서울특별시,4,31629.744,25209.6,84.3,13
A15805203,서울특별시,4,31629.744,25209.6,84.33,82
A15805203,서울특별시,4,31629.744,25209.6,84.39,43
A15805203,서울특별시,4,31629.744,25209.6,84.42,11
A15805203,서울특별시,4,31629.744,25209.6,84.9,11
A15805301,서울특별시,1,49540.99,40991.34,83.9,2
A15805301,서울특별시,1,49540.99,40991.34,89.61,40
A15805301,서울특별시,1,49540.99,40991.34,95.99,15
A15805301,서울특별시,1,49540.99,40991.34,133.03,2
A15805301,서울특별시,1,49540.99,40991.34,135.09,2
A15805301,서울특별시,1,49540.99,40991.34,136.77,30
A15805301,서울특별시,1,49540.99,40991.34,137.69,2
A15805301,서울특별시,1,49540.99,40991.34,139.61,6
A15805301,서울특별시,1,49540.99,40991.34,140.52,30
A15805301,서울특별시,1,49540.99,40991.34,152.63,40
A15805301,서울특별시,1,49540.99,40991.34,157.29,40
A15805301,서울특별시,1,49540.99,40991.34,159.57,10
A15805301,서울특별시,1,49540.99,40991.34,168.08,2
A15805301,서울특별시,1,49540.99,40991.34,198.2,40
A15805301,서울특별시,1,49540.99,40991.34,238.31,15
A15805302,서울특별시,4,33097.39,32696.71,59.9,196
A15805302,서울특별시,4,33097.39,32696.71,77.17,53
A15805302,서울특별시,4,33097.39,32696.71,79.21,37
A15805302,서울특별시,4,33097.39,32696.71,84.73,59
A15805302,서울특별시,4,33097.39,32696.71,114.57,78
A15805303,서울특별시,13,121908.23,98233.64,59.98,171
A15805303,서울특별시,13,121908.23,98233.64,84.94,119
A15805303,서울특별시,13,121908.23,98233.64,84.97,267
A15805303,서울특별시,13,121908.23,98233.64,84.98,176
A15805303,서울특별시,13,121908.23,98233.64,84.99,54
A15805303,서울특별시,13,121908.23,98233.64,112.77,2
A15805303,서울특별시,13,121908.23,98233.64,114.75,84
A15805303,서울특별시,13,121908.23,98233.64,127.65,134
A15805303,서울특별시,13,121908.23,98233.64,135.85,19
A15805303,서울특별시,13,121908.23,98233.64,145.74,35
A15805303,서울특별시,13,121908.23,98233.64,156.25,4
A15805303,서울특별시,13,121908.23,98233.64,179.79,2
A15805403,서울특별시,7,37957.47,37957.47,84.93,40
A15805403,서울특별시,7,37957.47,37957.47,84.99,158
A15805403,서울특별시,7,37957.47,37957.47,102.13,30
A15805403,서울특별시,7,37957.47,37957.47,120.12,74
A15805403,서울특별시,7,37957.47,37957.47,133.03,69
A15805404,서울특별시,6,58914.52,46976.53,59.51,9
A15805404,서울특별시,6,58914.52,46976.53,69.31,15
A15805404,서울특별시,6,58914.52,46976.53,83.72,47
A15805404,서울특별시,6,58914.52,46976.53,84.98,325
A15805404,서울특별시,6,58914.52,46976.53,96.45,10
A15805404,서울특별시,6,58914.52,46976.53,103.68,16
A15805404,서울특별시,6,58914.52,46976.53,111.49,1
A15805404,서울특별시,6,58914.52,46976.53,119.46,67
A15805404,서울특별시,6,58914.52,46976.53,144.36,19
A15805404,서울특별시,6,58914.52,46976.53,183.21,2
A15805501,서울특별시,1,45536.32,35974.76,79.69,12
A15805501,서울특별시,1,45536.32,35974.76,91.38,2
A15805501,서울특별시,1,45536.32,35974.76,110.31,2
A15805501,서울특별시,1,45536.32,35974.76,118.01,2
A15805501,서울특별시,1,45536.32,35974.76,123.08,38
A15805501,서울특별시,1,45536.32,35974.76,123.75,2
A15805501,서울특별시,1,45536.32,35974.76,136.96,2
A15805501,서울특별시,1,45536.32,35974.76,141.7,30
A15805501,서울특별시,1,45536.32,35974.76,144.83,38
A15805501,서울특별시,1,45536.32,35974.76,146.46,15
A15805501,서울특별시,1,45536.32,35974.76,149.11,1
A15805501,서울특별시,1,45536.32,35974.76,149.28,30
A15805501,서울특별시,1,45536.32,35974.76,156.72,2
A15805501,서울특별시,1,45536.32,35974.76,159.6,1
A15805501,서울특별시,1,45536.32,35974.76,163.55,13
A15805501,서울특별시,1,45536.32,35974.76,172.36,2
A15805501,서울특별시,1,45536.32,35974.76,174.73,8
A15805501,서울특별시,1,45536.32,35974.76,195.82,2
A15805501,서울특별시,1,45536.32,35974.76,207.06,38
A15805502,서울특별시,1,58961.18,48147.01,73.32,2
A15805502,서울특별시,1,58961.18,48147.01,108.06,18
A15805502,서울특별시,1,58961.18,48147.01,112.73,46
A15805502,서울특별시,1,58961.18,48147.01,117.93,10
A15805502,서울특별시,1,58961.18,48147.01,129.37,24
A15805502,서울특별시,1,58961.18,48147.01,140.23,2
A15805502,서울특별시,1,58961.18,48147.01,142.6,13
A15805502,서울특별시,1,58961.18,48147.01,155.47,2
A15805502,서울특별시,1,58961.18,48147.01,156,6
A15805502,서울특별시,1,58961.18,48147.01,156.22,1
A15805502,서울특별시,1,58961.18,48147.01,156.28,2
A15805502,서울특별시,1,58961.18,48147.01,156.32,1
A15805502,서울특별시,1,58961.18,48147.01,156.64,2
A15805502,서울특별시,1,58961.18,48147.01,157.05,2
A15805502,서울특별시,1,58961.18,48147.01,158.4,30
A15805502,서울특별시,1,58961.18,48147.01,159.3,4
A15805502,서울특별시,1,58961.18,48147.01,159.57,2
A15805502,서울특별시,1,58961.18,48147.01,159.85,1
A15805502,서울특별시,1,58961.18,48147.01,159.94,1
A15805502,서울특별시,1,58961.18,48147.01,160.18,4
A15805502,서울특별시,1,58961.18,48147.01,160.39,2
A15805502,서울특별시,1,58961.18,48147.01,162.3,98
A15805502,서울특별시,1,58961.18,48147.01,168.36,1
A15805502,서울특별시,1,58961.18,48147.01,168.48,1
A15805502,서울특별시,1,58961.18,48147.01,169.62,13
A15805502,서울특별시,1,58961.18,48147.01,170.02,2
A15805502,서울특별시,1,58961.18,48147.01,175.36,1
A15805502,서울특별시,1,58961.18,48147.01,175.65,10
A15805502,서울특별시,1,58961.18,48147.01,201.32,8
A15805502,서울특별시,1,58961.18,48147.01,218.01,10
A15805502,서울특별시,1,58961.18,48147.01,223.76,1
A15805502,서울특별시,1,58961.18,48147.01,228.6,1
A15805503,서울특별시,16,133218.6,103837.46,47.25,330
A15805503,서울특별시,16,133218.6,103837.46,48.69,264
A15805503,서울특별시,16,133218.6,103837.46,65.34,150
A15805503,서울특별시,16,133218.6,103837.46,65.52,6
A15805503,서울특별시,16,133218.6,103837.46,67.58,84
A15805503,서울특별시,16,133218.6,103837.46,93.02,8
A15805503,서울특별시,16,133218.6,103837.46,94.86,24
A15805503,서울특별시,16,133218.6,103837.46,95.27,32
A15805503,서울특별시,16,133218.6,103837.46,95.34,84
A15805503,서울특별시,16,133218.6,103837.46,95.67,96
A15805503,서울특별시,16,133218.6,103837.46,96.36,84
A15805503,서울특별시,16,133218.6,103837.46,108.06,8
A15805503,서울특별시,16,133218.6,103837.46,115.65,84
A15805503,서울특별시,16,133218.6,103837.46,122.91,32
A15805503,서울특별시,16,133218.6,103837.46,142.2,96
A15805504,서울특별시,36,224117.34,180001.44,65.08,480
A15805504,서울특별시,36,224117.34,180001.44,81.64,27
A15805504,서울특별시,36,224117.34,180001.44,83.47,18
A15805504,서울특별시,36,224117.34,180001.44,93.18,18
A15805504,서울특별시,36,224117.34,180001.44,93.24,27
A15805504,서울특별시,36,224117.34,180001.44,95.01,108
A15805504,서울특별시,36,224117.34,180001.44,95.06,193
A15805504,서울특별시,36,224117.34,180001.44,95.21,72
A15805504,서울특별시,36,224117.34,180001.44,95.22,72
